datetime,stage_3A-5,stage_3A10,stage_3A11
2000-05-06 06:00:00,8.65,9.53,9.24
2000-05-06 07:00:00,8.65,9.53,9.24
2000-05-06 08:00:00,8.65,9.52,9.24
2000-05-06 09:00:00,8.65,9.52,9.24
2000-05-06 10:00:00,8.65,9.52,9.24
2000-05-06 11:00:00,8.65,9.52,9.24
2000-05-06 12:00:00,8.64,9.52,9.23
2000-05-06 13:00:00,8.64,9.52,9.23
2000-05-06 14:00:00,8.64,9.51,9.23
2000-05-06 15:00:00,8.64,9.51,9.23
2000-05-06 16:00:00,8.64,9.51,9.22
2000-05-06 17:00:00,8.64,9.51,9.22
2000-05-06 18:00:00,8.64,9.51,9.22
2000-05-06 19:00:00,8.64,9.51,9.22
2000-05-06 20:00:00,8.64,9.51,9.22
2000-05-06 21:00:00,8.64,9.51,9.22
2000-05-06 22:00:00,8.64,9.51,9.22
2000-05-06 23:00:00,8.64,9.51,9.22
2000-05-07 00:00:00,8.64,9.51,9.22
2000-05-07 01:00:00,8.64,9.50,9.22
2000-05-07 02:00:00,8.64,9.50,9.22
2000-05-07 03:00:00,8.64,9.50,9.22
2000-05-07 04:00:00,8.64,9.50,9.22
2000-05-07 05:00:00,8.64,9.50,9.22
2000-05-07 06:00:00,8.64,9.50,9.22
2000-05-07 07:00:00,8.64,9.50,9.22
2000-05-07 08:00:00,8.64,9.50,9.22
2000-05-07 09:00:00,8.64,9.50,9.22
2000-05-07 10:00:00,8.64,9.50,9.22
2000-05-07 11:00:00,8.63,9.49,9.21
2000-05-07 12:00:00,8.63,9.49,9.21
2000-05-07 13:00:00,8.63,9.49,9.21
2000-05-07 14:00:00,8.63,9.49,9.21
2000-05-07 15:00:00,8.63,9.49,9.21
2000-05-07 16:00:00,8.63,9.49,9.20
2000-05-07 17:00:00,8.63,9.49,9.20
2000-05-07 18:00:00,8.63,9.49,9.20
2000-05-07 19:00:00,8.63,9.48,9.20
2000-05-07 20:00:00,8.63,9.48,9.20
2000-05-07 21:00:00,8.63,9.48,9.20
2000-05-07 22:00:00,8.63,9.48,9.20
2000-05-07 23:00:00,8.63,9.48,9.20
2000-05-08 00:00:00,8.63,9.48,9.20
2000-05-08 01:00:00,8.63,9.48,9.20
2000-05-08 02:00:00,8.63,9.48,9.20
2000-05-08 03:00:00,8.63,9.48,9.20
2000-05-08 04:00:00,8.63,9.48,9.20
2000-05-08 05:00:00,8.63,9.48,9.20
2000-05-08 06:00:00,8.63,9.48,9.20
2000-05-08 07:00:00,8.63,9.48,9.20
2000-05-08 08:00:00,8.63,9.48,9.20
2000-05-08 09:00:00,8.63,9.47,9.20
2000-05-08 10:00:00,8.63,9.47,9.20
2000-05-08 11:00:00,8.62,9.47,9.20
2000-05-08 12:00:00,8.62,9.47,9.19
2000-05-08 13:00:00,8.62,9.47,9.19
2000-05-08 14:00:00,8.62,9.47,9.19
2000-05-08 15:00:00,8.62,9.47,9.19
2000-05-08 16:00:00,8.62,9.46,9.19
2000-05-08 17:00:00,8.62,9.46,9.19
2000-05-08 18:00:00,8.62,9.46,9.19
2000-05-08 19:00:00,8.62,9.46,9.19
2000-05-08 20:00:00,8.62,9.46,9.19
2000-05-08 21:00:00,8.62,9.46,9.19
2000-05-08 22:00:00,8.62,9.46,9.19
2000-05-08 23:00:00,8.62,9.46,9.19
2000-05-09 00:00:00,8.62,9.46,9.19
2000-05-09 01:00:00,8.62,9.46,9.19
2000-05-09 02:00:00,8.61,9.46,9.19
2000-05-09 03:00:00,8.61,9.46,9.19
2000-05-09 04:00:00,8.61,9.46,9.19
2000-05-09 05:00:00,8.61,9.46,9.19
2000-05-09 06:00:00,8.61,9.46,9.19
2000-05-09 07:00:00,8.61,9.45,9.19
2000-05-09 08:00:00,8.61,9.45,9.19
2000-05-09 09:00:00,8.61,9.45,9.19
2000-05-09 10:00:00,8.61,9.45,9.19
2000-05-09 11:00:00,8.61,9.45,9.18
2000-05-09 12:00:00,8.61,9.45,9.18
2000-05-09 13:00:00,8.61,9.45,9.17
2000-05-09 14:00:00,8.61,9.44,9.17
2000-05-09 15:00:00,8.61,9.44,9.17
2000-05-09 16:00:00,8.61,9.44,9.16
2000-05-09 17:00:00,8.61,9.44,9.16
2000-05-09 18:00:00,8.61,9.44,9.16
2000-05-09 19:00:00,8.61,9.44,9.16
2000-05-09 20:00:00,8.61,9.43,9.16
2000-05-09 21:00:00,8.61,9.43,9.16
2000-05-09 22:00:00,8.61,9.43,9.16
2000-05-09 23:00:00,8.61,9.43,9.16
2000-05-10 00:00:00,8.61,9.43,9.16
2000-05-10 01:00:00,8.61,9.43,9.16
2000-05-10 02:00:00,8.61,9.43,9.17
2000-05-10 03:00:00,8.61,9.43,9.17
2000-05-10 04:00:00,8.61,9.43,9.17
2000-05-10 05:00:00,8.61,9.43,9.17
2000-05-10 06:00:00,8.61,9.43,9.17
2000-05-10 07:00:00,8.61,9.43,9.17
2000-05-10 08:00:00,8.61,9.43,9.17
2000-05-10 09:00:00,8.61,9.43,9.17
2000-05-10 10:00:00,8.61,9.42,9.16
2000-05-10 11:00:00,8.61,9.42,9.16
2000-05-10 12:00:00,8.61,9.42,9.16
2000-05-10 13:00:00,8.61,9.42,9.15
2000-05-10 14:00:00,8.60,9.42,9.15
2000-05-10 15:00:00,8.60,9.41,9.14
2000-05-10 16:00:00,8.60,9.41,9.14
2000-05-10 17:00:00,8.60,9.41,9.13
2000-05-10 18:00:00,8.60,9.41,9.13
2000-05-10 19:00:00,8.64,9.41,9.15
2000-05-10 20:00:00,8.64,9.41,9.16
2000-05-10 21:00:00,8.64,9.41,9.16
2000-05-10 22:00:00,8.64,9.41,9.16
2000-05-10 23:00:00,8.64,9.41,9.16
2000-05-11 00:00:00,8.64,9.41,9.16
2000-05-11 01:00:00,8.64,9.41,9.16
2000-05-11 02:00:00,8.64,9.41,9.16
2000-05-11 03:00:00,8.64,9.40,9.16
2000-05-11 04:00:00,8.64,9.40,9.16
2000-05-11 05:00:00,8.64,9.40,9.15
2000-05-11 06:00:00,8.64,9.40,9.15
2000-05-11 07:00:00,8.64,9.40,9.15
2000-05-11 08:00:00,8.64,9.40,9.15
2000-05-11 09:00:00,8.64,9.40,9.15
2000-05-11 10:00:00,8.64,9.40,9.15
2000-05-11 11:00:00,8.64,9.40,9.15
2000-05-11 12:00:00,8.64,9.40,9.14
2000-05-11 13:00:00,8.64,9.39,9.13
2000-05-11 14:00:00,8.64,9.39,9.13
2000-05-11 15:00:00,8.64,9.39,9.12
2000-05-11 16:00:00,8.64,9.39,9.12
2000-05-11 17:00:00,8.64,9.39,9.11
2000-05-11 18:00:00,8.64,9.38,9.11
2000-05-11 19:00:00,8.64,9.38,9.11
2000-05-11 20:00:00,8.64,9.38,9.12
2000-05-11 21:00:00,8.64,9.38,9.12
2000-05-11 22:00:00,8.64,9.38,9.12
2000-05-11 23:00:00,8.64,9.38,9.12
2000-05-12 00:00:00,8.64,9.38,9.12
2000-05-12 01:00:00,8.64,9.38,9.12
2000-05-12 02:00:00,8.64,9.38,9.13
2000-05-12 03:00:00,8.64,9.38,9.13
2000-05-12 04:00:00,8.64,9.38,9.13
2000-05-12 05:00:00,8.64,9.38,9.13
2000-05-12 06:00:00,8.64,9.37,9.13
2000-05-12 07:00:00,8.64,9.37,9.13
2000-05-12 08:00:00,8.64,9.37,9.13
2000-05-12 09:00:00,8.64,9.37,9.13
2000-05-12 10:00:00,8.64,9.37,9.12
2000-05-12 11:00:00,8.64,9.37,9.12
2000-05-12 12:00:00,8.63,9.37,9.11
2000-05-12 13:00:00,8.63,9.36,9.10
2000-05-12 14:00:00,8.63,9.36,9.10
2000-05-12 15:00:00,8.63,9.36,9.09
2000-05-12 16:00:00,8.63,9.35,9.09
2000-05-12 17:00:00,8.63,9.35,9.08
2000-05-12 18:00:00,8.63,9.35,9.08
2000-05-12 19:00:00,8.63,9.35,9.08
2000-05-12 20:00:00,8.63,9.35,9.08
2000-05-12 21:00:00,8.64,9.35,9.09
2000-05-12 22:00:00,8.63,9.35,9.09
2000-05-12 23:00:00,8.63,9.35,9.09
2000-05-13 00:00:00,8.63,9.35,9.09
2000-05-13 01:00:00,8.63,9.34,9.10
2000-05-13 02:00:00,8.63,9.34,9.10
2000-05-13 03:00:00,8.63,9.34,9.10
2000-05-13 04:00:00,8.63,9.34,9.10
2000-05-13 05:00:00,8.63,9.34,9.10
2000-05-13 06:00:00,8.63,9.34,9.10
2000-05-13 07:00:00,8.63,9.34,9.10
2000-05-13 08:00:00,8.63,9.34,9.10
2000-05-13 09:00:00,8.63,9.34,9.10
2000-05-13 10:00:00,8.63,9.34,9.09
2000-05-13 11:00:00,8.63,9.33,9.09
2000-05-13 12:00:00,8.63,9.33,9.08
2000-05-13 13:00:00,8.63,9.33,9.07
2000-05-13 14:00:00,8.62,9.33,9.07
2000-05-13 15:00:00,8.62,9.32,9.06
2000-05-13 16:00:00,8.62,9.32,9.05
2000-05-13 17:00:00,8.62,9.32,9.05
2000-05-13 18:00:00,8.62,9.31,9.05
2000-05-13 19:00:00,8.62,9.31,9.05
2000-05-13 20:00:00,8.62,9.31,9.05
2000-05-13 21:00:00,8.62,9.31,9.05
2000-05-13 22:00:00,8.62,9.31,9.06
2000-05-13 23:00:00,8.62,9.31,9.06
2000-05-14 00:00:00,8.62,9.31,9.06
2000-05-14 01:00:00,8.62,9.31,9.06
2000-05-14 02:00:00,8.62,9.31,9.07
2000-05-14 03:00:00,8.62,9.31,9.07
2000-05-14 04:00:00,8.62,9.31,9.07
2000-05-14 05:00:00,8.62,9.31,9.07
2000-05-14 06:00:00,8.62,9.30,9.07
2000-05-14 07:00:00,8.62,9.30,9.07
2000-05-14 08:00:00,8.62,9.30,9.07
2000-05-14 09:00:00,8.62,9.30,9.07
2000-05-14 10:00:00,8.62,9.30,9.06
2000-05-14 11:00:00,8.62,9.30,9.05
2000-05-14 12:00:00,8.62,9.29,9.04
2000-05-14 13:00:00,8.62,9.29,9.03
2000-05-14 14:00:00,8.62,9.29,9.03
2000-05-14 15:00:00,8.62,9.29,9.02
2000-05-14 16:00:00,8.61,9.28,9.01
2000-05-14 17:00:00,8.61,9.28,9.01
2000-05-14 18:00:00,8.61,9.28,9.01
2000-05-14 19:00:00,8.61,9.28,9.01
2000-05-14 20:00:00,8.61,9.28,9.01
2000-05-14 21:00:00,8.61,9.28,9.02
2000-05-14 22:00:00,8.61,9.28,9.02
2000-05-14 23:00:00,8.61,9.28,9.02
2000-05-15 00:00:00,8.61,9.27,9.02
2000-05-15 01:00:00,8.61,9.27,9.03
2000-05-15 02:00:00,8.61,9.27,9.03
2000-05-15 03:00:00,8.61,9.27,9.03
2000-05-15 04:00:00,8.61,9.27,9.03
2000-05-15 05:00:00,8.61,9.27,9.03
2000-05-15 06:00:00,8.61,9.27,9.03
2000-05-15 07:00:00,8.61,9.27,9.03
2000-05-15 08:00:00,8.61,9.27,9.03
2000-05-15 09:00:00,8.61,9.27,9.03
2000-05-15 10:00:00,8.61,9.27,9.02
2000-05-15 11:00:00,8.61,9.26,9.01
2000-05-15 12:00:00,8.61,9.26,9.00
2000-05-15 13:00:00,8.61,9.26,8.99
2000-05-15 14:00:00,8.61,9.26,8.99
2000-05-15 15:00:00,8.61,9.26,8.98
2000-05-15 16:00:00,8.63,9.33,9.06
2000-05-15 17:00:00,8.63,9.33,9.10
2000-05-15 18:00:00,8.63,9.33,9.11
2000-05-15 19:00:00,8.63,9.33,9.11
2000-05-15 20:00:00,8.63,9.34,9.11
2000-05-15 21:00:00,8.63,9.35,9.14
2000-05-15 22:00:00,8.63,9.35,9.16
2000-05-15 23:00:00,8.63,9.35,9.16
2000-05-16 00:00:00,8.63,9.35,9.16
2000-05-16 01:00:00,8.63,9.35,9.16
2000-05-16 02:00:00,8.63,9.35,9.15
2000-05-16 03:00:00,8.63,9.35,9.15
2000-05-16 04:00:00,8.63,9.36,9.14
2000-05-16 05:00:00,8.63,9.36,9.14
2000-05-16 06:00:00,8.63,9.36,9.13
2000-05-16 07:00:00,8.63,9.36,9.13
2000-05-16 08:00:00,8.63,9.36,9.13
2000-05-16 09:00:00,8.63,9.35,9.13
2000-05-16 10:00:00,8.63,9.35,9.12
2000-05-16 11:00:00,8.63,9.35,9.12
2000-05-16 12:00:00,8.63,9.35,9.11
2000-05-16 13:00:00,8.63,9.35,9.11
